,Average User Rating,Number of Votes,Liked by
B0050FDFQQ,3.9166666666666665,12,10
B0088LVMIM,3.7954545454545454,44,29
B005HBOFUS,4.594594594594595,37,35
B003BEDR2A,3.4444444444444446,9,5
B0067RP6S6,4.8,5,5
B002XT1CIA,4.0,7,4
B00DVMZ07C,3.7142857142857144,7,5
B0040PFARY,4.384615384615385,13,10
B0073F92OK,4.604166666666667,48,44
B0060VJO64,4.0,6,3
B007O371XU,4.4,5,4
B004CMIB8K,3.8333333333333335,6,4
B00AAOWYHI,4.380952380952381,21,16
B003OBU5AM,4.833333333333333,6,6
B006FH7OJW,4.6,20,17
B00AW5Y090,4.6,5,5
B00BSZZA3I,4.0,14,9
B004TIW9B2,2.6666666666666665,9,3
B003T9EGCM,4.5,12,12
B006GZYB26,3.0,6,2
B003XTH5FS,4.340425531914893,47,38
B007PY57ZC,3.7,20,13
B008D64M8E,4.2,5,4
B00D8WVP74,4.111111111111111,9,7
B000GJS3YK,4.25,8,6
B00FXJAISW,4.214285714285714,14,11
B005ZLQHRO,3.4,5,3
B001GJECR6,4.055555555555555,18,14
B00IEFUAVC,4.166666666666667,12,10
B007ZZQANY,3.8,10,7
B00AMAT7NY,4.0,5,3
B00BYG38JO,4.052631578947368,38,29
B00GB8XIRW,4.636363636363637,22,20
B00K04C216,4.5,8,8
B0085AE0A8,4.0,8,6
B00DC992ZK,4.666666666666667,6,5
B004Y05F70,3.0,9,4
B007UZCHV8,3.6206896551724137,29,17
B008JEXIHQ,4.8,5,5
B004SGUWLO,4.7,10,10
B002BVL2KS,4.8,5,5
B006ZRYU9O,4.64,25,23
B00177YJFM,4.333333333333333,15,13
B003TRELC4,3.161290322580645,62,29
B00GXZQ08C,4.833333333333333,6,6
B008DZH2IM,4.541666666666667,24,20
B00BUFZIE2,4.777777777777778,9,9
B008AY18C2,3.590909090909091,22,12
B008Q0768A,3.5714285714285716,7,4
B00G158KAA,4.285714285714286,7,6
9985612272,4.05,20,15
B00FC4XVI2,4.8,5,5
B003X0BHOW,4.052631578947368,19,14
B00CBRJZP6,3.125,8,4
B00A21KPAC,4.0,5,4
B00804T8A6,3.6,5,3
B006HDABKI,3.909090909090909,44,31
B004725JLM,3.625,8,4
B009QW3TEW,4.4,15,13
B005HS5MKS,4.0,8,6
B00EKT6JD4,4.4,5,4
B0074RE1Z2,3.8333333333333335,6,4
B00F6FJ578,4.0,5,3
B0089HUEDO,3.6923076923076925,13,6
B007BJCV6E,3.966666666666667,30,23
B009OWOFO2,4.190476190476191,21,16
B00F3L18D4,5.0,6,6
B00EUZCQI0,4.5,8,7
B0056GJLUI,4.333333333333333,6,4
B008XN2M3Y,4.196428571428571,56,47
B009G185BA,3.0,5,3
B00D9AOU3G,3.857142857142857,14,11
B00CZCXGWA,3.7142857142857144,7,4
B009SP696W,3.6,5,3
B00A1UQD28,3.4444444444444446,9,4
B008KE976G,4.5,6,6
B001DKH2WA,3.3333333333333335,6,3
B00CYV0IAA,3.8,5,3
B006ANSQPC,3.9,10,7
B008RBOHI0,4.714285714285714,7,7
B007AK1WDM,3.4,5,2
B0061TV7MY,4.0,5,3
B00EJX49MY,4.666666666666667,6,6
B0093BJU5S,4.6,5,4
B0055VYCS0,1.6666666666666667,6,1
B008EHWCJI,3.3846153846153846,13,7
B00FRMECG4,4.5,6,6
B00CD0J2L8,4.0,7,5
B008OFHLTG,3.9166666666666665,12,9
B003KWIIIG,3.7142857142857144,7,5
B0045TJA62,2.8,5,2
B00ELFDOYO,4.166666666666667,6,4
B004YU4QI4,3.7857142857142856,14,10
B00AM4THC6,4.666666666666667,6,5
B00AFO7ZTU,3.2,5,3
B00596PAOG,4.0,5,4
B00414WBT4,4.2,5,4
B004MTZMTY,4.090909090909091,11,8
B003MS83KG,3.727272727272727,11,9
B003I8H0B8,4.454545454545454,11,10
B00DMTN9HW,5.0,5,5
B00BHRP4GA,2.0,6,1
B007RL40QK,4.4,5,5
B0095PCLRG,3.4166666666666665,12,6
B0018NB3OK,4.066666666666666,15,11
B009KY49UE,4.36,25,23
B00FU7CURE,3.764705882352941,34,23
B00CDJ6KUA,2.933333333333333,15,6
B00B1V7PPK,3.9473684210526314,19,13
B00629IBP4,4.375,8,6
B009764MD4,4.2,5,4
B0015A4U9G,4.0,10,6
B001BOC192,4.0,9,7
B0091I9YRW,4.5,6,5
B00JJED87A,5.0,8,8
B007N58VQA,4.8,10,9
B006OBSUUG,3.761904761904762,21,14
B00CI60ZVI,3.857142857142857,7,4
B00DZ8DIQM,4.4,5,5
B007STRRCK,4.333333333333333,6,5
B00DM8428S,4.416666666666667,12,11
B00AKG2XSQ,3.6363636363636362,22,14
B0057WXF6C,3.8295454545454546,176,115
B009LGY0FU,4.142857142857143,7,5
B005BS1L0Y,3.7777777777777777,9,5
B002BDU7UM,3.923076923076923,13,9
B004I53BK4,4.428571428571429,7,7
B00GY203DC,3.8,5,3
B00F2SGBXK,4.833333333333333,6,6
B00ESYNN80,4.555555555555555,9,9
B009AB6MBG,4.28125,32,27
B002BDU7UW,3.142857142857143,7,3
B0092YB7Z2,4.6,5,5
B00D1A37OM,4.714285714285714,7,6
B006QBY76K,4.142857142857143,7,5
B00BR7S7WI,4.5,12,10
B00GSPCRN4,4.777777777777778,9,9
B00C9QE3AQ,4.4,90,82
B003PU01M4,4.310344827586207,87,71
B004UN9U7W,4.181818181818182,11,8
B003MAYKSS,3.8666666666666667,15,10
B00CD0HDWI,5.0,7,7
B00J43Y62C,2.4,5,1
B00EISLWS4,4.777777777777778,9,9
B00DLSB2JQ,4.538461538461538,26,23
B00DA9Y7GQ,2.2,5,1
B00CLDPDCE,3.5555555555555554,9,6
B00F1QY71Q,4.071428571428571,14,11
B00F3J2KJW,3.6470588235294117,17,11
B00A6MIESW,3.8333333333333335,6,4
B005EPNSKK,3.7142857142857144,7,4
B00CBBFFLK,4.0,6,4
B008DIXIIM,3.8,5,4
B005MR5T4I,4.25,20,19
B0087UBMWA,4.777777777777778,9,8
B002BDU7U2,3.515151515151515,33,22
B003UT5IJQ,4.105263157894737,19,14
B005JV6PYK,4.0,7,4
B00AHED2FE,3.611111111111111,18,11
B0076Z3E96,4.090909090909091,11,8
B008T6POVC,4.357142857142857,14,12
B00FEQ1428,4.8125,16,16
B00H0IEOCA,5.0,6,6
B00CLDD4PC,4.6,25,24
B00CCEJ6MK,3.6666666666666665,18,13
B00GLPYTCI,2.2,5,1
B0071R927C,4.033333333333333,30,22
B006WMT8JO,4.5,6,5
B00GT49J2Q,4.111111111111111,9,7
B009F25Z6S,4.0,41,28
B009ES6ON6,3.75,8,5
B00DS7A58O,3.4444444444444446,9,4
B008KHF2VW,4.666666666666667,6,6
B00EOY1E4E,4.0,11,8
B000HJC56G,3.2,5,2
B003HC8F3W,4.666666666666667,6,6
B003UJSLIQ,3.6923076923076925,13,9
B002KCZITO,4.1,10,8
B002XT355S,3.88,25,16
B00EOABX5S,5.0,5,5
B009SP2TUC,2.8,5,0
B00890NQC2,3.45,40,22
B0059DLLJC,3.8670360110803323,361,240
B005DF39XW,4.764705882352941,17,17
B005XBLBS6,4.315789473684211,19,16
B007V2HMH4,4.2,5,3
B004W05YA0,3.125,8,3
B00351LTOM,4.166666666666667,6,5
B00CRY56M4,4.571428571428571,35,33
B0073WV1UQ,4.3,10,8
B006J7FH3S,4.2592592592592595,27,23
B008V4AV88,4.125,8,6
B006OR6RFU,5.0,5,5
B00352LV4E,4.333333333333333,6,5
B00K1GUY7M,4.285714285714286,7,6
B00CQI0L9Y,3.9,10,8
B00295RBNS,3.3333333333333335,6,2
B008P0AGHE,4.0,6,4
B009QGD1J6,4.1,10,8
B009WO3H3M,3.126984126984127,63,21
B00295RBNI,4.166666666666667,6,5
B0089QK4NK,4.421052631578948,19,16
B008B9P5VG,3.125,8,4
B005X1QGHC,4.166666666666667,6,5
B0065GKZEY,4.444444444444445,9,8
B0030T0ULW,4.5,6,6
B006GF62A0,3.8,5,4
B009EEEBJY,4.333333333333333,12,11
B004IADSQG,3.764705882352941,17,10
B0096LXTG6,3.5,6,3
B008CAXGXS,4.181818181818182,44,33
B009TDBR74,3.8333333333333335,6,4
B003PO65UW,3.9411764705882355,17,12
B0076GKTMA,4.714285714285714,7,6
B005M390S8,2.5,6,2
B007PQ0FFW,4.6,5,5
B005XC7I2S,5.0,5,5
B00BQM36XE,3.1666666666666665,6,4
B005XJ17XC,3.3333333333333335,6,2
B0040ZGLM2,5.0,5,5
B00ABPKHH0,4.435483870967742,62,53
B004ZLV5SG,3.8333333333333335,6,4
B00461Q9PE,4.416666666666667,12,9
B009S9DSVM,4.285714285714286,7,6
B009CI1K4G,4.0,6,5
B00CMDYVU8,4.4,5,4
B007H1J9J8,3.4,10,4
B00BRT8ZAU,3.3333333333333335,9,5
B001WAACYG,4.125,8,6
B005MUC9DY,3.2,5,3
B009CRN734,4.833333333333333,6,6
B006VP6X4U,3.909090909090909,11,7
B002HJ9Q66,4.8,5,5
B0065RV0G0,4.833333333333333,6,6
B0098FKHBU,4.303571428571429,224,184
B0013KMG12,4.555555555555555,9,8
B009X6KJ1C,4.15,40,30
B007UKTB7Q,4.2,40,32
B00FOF45K2,4.0,7,5
B0082CXEI8,4.7272727272727275,11,10
B00CB2KHJE,3.0,5,2
B003SQP986,3.5454545454545454,11,7
B003V1LMBG,3.6666666666666665,12,8
B004GNUVEM,3.5,6,3
B00CMGI0TI,4.3,10,9
B008EL58YA,3.6129032258064515,31,20
B000KBFX6K,4.571428571428571,7,6
B00CS8IMDE,4.086956521739131,23,16
B00AJSJU6S,4.571428571428571,7,6
B009ZJ3MUM,4.3,10,8
B00A2JBZZI,4.25,20,16
B009IRGQPO,3.8,5,3
B00HDX3UWW,5.0,16,16
B00F19Q2R0,4.733333333333333,15,14
B00AB3WTZA,4.5,6,6
B009I2VQMW,4.785714285714286,14,13
B005VNJS4A,4.0,8,4
B003FWITBM,4.0,22,16
B006CUZP84,4.769230769230769,26,24
B004CW5GG0,4.142857142857143,7,5
B0094CX1YW,3.8333333333333335,12,8
B00EK3STEM,4.8,5,5
B0089KJX9W,4.2,5,4
B004G590I8,4.0,6,4
B005XO52NS,4.333333333333333,6,5
B009S3M026,3.7,10,7
B006JW6KWA,4.6,5,4
B005MD9PPG,4.444444444444445,9,8
B00AGABISW,4.647058823529412,187,173
B003YM1I70,4.615384615384615,13,11
B00KJ0QV9K,4.8,5,5
B005GNENB8,3.5384615384615383,13,7
B00805SEKK,4.203703703703703,54,40
9983744066,4.166666666666667,6,5
B00D5ILURG,4.142857142857143,7,6
B00AHSWCVU,3.65,20,10
B00C19UTTU,4.694444444444445,36,34
B005UGZPNQ,4.333333333333333,9,7
B008JOD7JU,4.444444444444445,9,8
B006OPJSCG,4.833333333333333,6,6
B001B1BKZ6,4.8,5,5
B008DC76AE,3.8,5,4
B00KMEPUI6,4.857142857142857,7,7
B004IUULE8,4.666666666666667,6,5
B00FH66AW4,4.295081967213115,61,51
B00D7KGEM8,4.142857142857143,7,5
B0013URK04,3.6,10,6
B00COFEOHY,4.875,8,8
B008D4X97Q,4.612903225806452,93,85
B009ZVF9EW,4.0,9,6
B00D1K4IWW,3.0,7,3
B00CILXESE,4.111111111111111,9,6
B00F2SBJFK,4.615384615384615,13,12
B00F03TTPE,4.428571428571429,14,12
B0085OXAVY,4.285714285714286,7,6
B0042LKZSK,3.0,5,3
B00CBT8TLK,4.4,5,4
B00IMXXTHI,4.7,10,9
B008CCOOF0,3.8333333333333335,6,4
B00C7JIBN0,4.344827586206897,29,25
B004PAL1NQ,3.3846153846153846,26,12
B00B199960,4.0,30,21
B007VOM0R4,3.985294117647059,68,49
B009AFPJ7K,3.6176470588235294,34,21
B007KLM45G,3.6666666666666665,6,4
B00DUGJONA,4.153846153846154,13,10
B009DDEP4M,4.0,7,6
B005L8Q4VU,4.333333333333333,6,5
B00A53AILS,3.1666666666666665,6,3
B005Y3D8ZC,4.176470588235294,17,13
B00A8RUZEG,3.983050847457627,59,42
B003TSQY6E,4.5,8,7
B004P6BDWE,3.5555555555555554,9,4
B000JKKE5M,3.8,25,19
B005HT3Q50,4.857142857142857,7,7
B00A7BPQ9C,3.066666666666667,15,6
B00C1XJS4I,4.3,10,9
B003VQS47Q,4.489795918367347,49,45
B006PBROPC,4.2,5,4
B00C0ZKI9Q,4.375,8,6
B00ACCB34S,4.2,5,4
B00DIJUURI,3.125,8,3
B009IGOS0K,4.0,5,3
B00BJ6VV7U,4.142857142857143,7,5
B006VDPF64,3.8,5,3
B00E95OT6I,4.0,13,10
B00AYRQV02,3.6666666666666665,6,3
B00FH9B5AS,4.142857142857143,7,5
B009EVGAVE,3.1666666666666665,6,3
B0091XIUKY,4.287581699346405,153,125
B000TFCBNU,4.125,8,6
B0060F03PQ,3.8333333333333335,6,4
B004IIPD7K,3.125,8,3
B00FZWP1SY,4.545454545454546,11,9
B007Z0UTD6,4.833333333333333,6,6
B00DQMHM14,4.285714285714286,7,6
B00ANGOICC,4.357142857142857,42,34
B003Q6CSVE,4.615384615384615,13,12
B004XM9V1K,4.0,7,5
B0099YAWWO,4.1826923076923075,104,83
B007FDKAHS,4.4,5,5
B007ZSWEKO,3.375,8,5
B0085JC6P0,4.375,8,7
B00EMWMTVU,2.8,5,1
B00FYR5Z3Q,5.0,6,6
B007QLVKJ6,4.4411764705882355,68,59
B003TYCXFE,4.133333333333334,15,12
B0073BS7JU,3.3333333333333335,6,4
B006H0R2D0,5.0,5,5
B00H2BJ7WC,4.777777777777778,9,8
B006MBIXKK,4.25,8,6
B003YJDZUQ,4.238095238095238,21,16
B00CGWQFYK,4.411764705882353,17,15
B007Q4Z1NE,3.8333333333333335,6,4
B0064YPSMQ,3.764705882352941,17,12
B006R17LZS,3.6666666666666665,6,4
B004SK3LSG,4.15,20,16
B00BZ03J98,3.4,5,3
B005F2YDXI,2.6666666666666665,6,2
B0089V5APM,4.8,5,5
B0087FE01U,4.329411764705882,85,67
B00FGVIYFQ,3.857142857142857,7,5
B00DDWMJ3I,4.0,5,4
B003QSWFZQ,3.5,8,5
B0077PCGP8,4.142857142857143,7,4
B0055STVSO,4.125,8,5
B007A8IXI6,4.833333333333333,12,12
B000UBNFT2,3.888888888888889,27,21
B009F4XM48,3.9411764705882355,34,22
B000BFHEFI,3.6,5,3
B000FL9QGI,4.181818181818182,11,9
B00BQTDEV6,4.5,8,8
B00DCICXMU,4.286458333333333,192,152
B008ZE3T7O,3.6666666666666665,9,5
B009N5QJAS,4.25,12,9
B00F6YYANI,4.0,9,6
B00IPDRQWE,5.0,5,5
B00757V4EM,4.444444444444445,18,16
B007BYDA1O,3.4558823529411766,68,38
B00CV11X84,4.2727272727272725,11,8
B00BJH1DRW,3.625,8,3
B00BUIG6OK,3.547169811320755,106,60
B00337KT1W,3.4,5,3
B0066WVKKA,4.833333333333333,6,6
B00EB23LH2,4.166666666666667,6,5
B00FEQ14B4,4.111111111111111,9,6
B00CMDYV0S,4.222222222222222,18,13
B00BI8Q06Q,4.3125,16,13
B007IWJGZ8,4.0,5,3
B00I9K3UCS,4.076923076923077,13,10
B0056TO3P8,3.5555555555555554,9,4
B003TXSKNE,4.3125,16,13
B004JCT3GC,4.166666666666667,6,5
B009VA8ODU,3.7777777777777777,9,6
B002C73X2G,3.3333333333333335,9,6
B00CGEV14M,3.2,5,1
B006D8UPGM,4.5,6,5
B0049BIAS0,4.0,5,4
B00A56KY46,4.8125,16,16
B00E5QBOD2,4.214285714285714,28,21
B00CX4PCH2,4.0,9,7
B00CDWSZTQ,4.5625,16,15
B00530RXP2,4.6,25,22
B0069GQYYA,3.717948717948718,39,23
B0067MFB3Q,5.0,5,5
B0009SA35K,4.166666666666667,6,5
B009TLU3LM,3.8333333333333335,6,4
B00JANBPMU,4.1,10,8
B0015A4V0E,4.555555555555555,9,8
B0085Z9SZA,4.857142857142857,7,7
B00FY2S9YS,4.555555555555555,9,8
B00GD2C7PK,4.2,5,4
B00FY5TFPC,5.0,7,7
B004KT4B8O,4.6875,16,15
B008PI761K,2.8333333333333335,6,3
B00A3NTXKW,3.7142857142857144,7,5
B005P15G8K,4.2631578947368425,19,16
B00GS1LUMM,4.75,12,12
B001F2Q0BU,3.888888888888889,27,19
B000Y87D2Q,4.4,5,4
B00CB6X6Y8,3.975609756097561,41,29
B004R97CXI,3.942857142857143,35,24
B0083RXA86,4.6,5,5
B008MF3Y1W,4.083333333333333,12,8
B00HQZU8G8,4.0344827586206895,29,18
B00AUIR3M0,4.166666666666667,6,5
B00009WCAP,2.6,15,6
B005SUHRVC,4.144893111638955,421,319
B009L93IMI,4.142857142857143,7,6
B00F6SVTQK,4.166666666666667,6,5
B0041PPVSG,3.625,24,13
B006LWKRVI,3.857142857142857,7,4
B0083XTSAO,3.3333333333333335,12,7
B00GXMAQIK,4.4375,16,14
B00B7OJ69E,3.909090909090909,11,8
B00BPDYVDS,4.485294117647059,68,61
B002HEUDY0,4.454545454545454,11,9
B005GLIAXW,2.8333333333333335,6,3
B00COVM2UO,4.0,26,19
B006CY4LVC,3.806451612903226,31,19
B0062ETOEQ,4.428571428571429,7,6
B00BAO73Q4,3.625,16,12
B00KFC5NF0,3.8333333333333335,6,4
B008FQ4WF0,3.7777777777777777,9,6
B0062HIQWY,3.8,5,3
B00BJ8VS7G,4.166666666666667,18,14
B009C2ZNA4,3.388888888888889,18,9
B005R4L3AA,4.875,8,8
B005TENDC4,4.045454545454546,22,15
B008A20FVE,4.083333333333333,24,16
B0093IHYRC,4.407407407407407,54,47
B005G2U80O,4.04,50,38
B005TJ8K0Y,4.111111111111111,9,8
B00C9KZX2E,4.111111111111111,9,7
B0008EUE7W,4.0,5,4
B009339N08,4.0,38,28
B009D4HT8U,4.166666666666667,6,5
B006BC35AI,2.6,5,2
B00815AB00,4.333333333333333,21,18
B005YWIRBS,4.0588235294117645,34,26
B004IAKVDY,3.3,20,8
B00G6WDYPO,4.767213114754099,305,305
B00C51IF7C,4.3076923076923075,13,11
B00C7CTA32,4.371428571428571,35,28
B0096XAUSY,4.088235294117647,34,26
B003TU3V72,4.1,20,16
B005ZGMGU6,4.8,5,5
B004WBKQ5W,4.0,6,4
B005D5P89U,4.444444444444445,9,8
B001BNE5YW,2.4,5,2
B004AOAV56,4.235294117647059,17,13
B00CBX7YVM,4.6,15,14
B000652QNS,5.0,6,6
B007BG49YO,3.875,24,16
B00FWMZY6G,4.25,20,17
B00HVG0466,4.0,18,11
B00D12U3XI,4.0,7,5
B00DES2CFQ,3.4166666666666665,12,6
B0094CX4KI,3.823529411764706,17,12
B00786YF32,3.2,10,4
B008JJFKN6,4.190476190476191,21,17
B0084221KS,4.571428571428571,7,6
B0077IQGVU,3.727272727272727,11,6
B004TSEC1W,3.909090909090909,66,43
B004FRUGRQ,4.8,5,5
B00ALRUC4Q,4.4,5,5
B0094CX4KS,3.64,25,14
B004M6V7AU,3.8333333333333335,6,4
B0011YO8S4,3.25,12,5
B003SGJIRO,4.0,9,6
B00DIKOSNY,4.666666666666667,6,5
B00A7HY9ZS,4.2727272727272725,11,8
B00KJ0K9JI,4.647058823529412,17,16
B00CRMO1PE,4.8,5,5
B0096QI0QK,4.0,6,5
B006NYP94O,4.185185185185185,27,23
B00CA6BFEW,4.41726618705036,139,121
B00FG0I5OC,3.6666666666666665,6,4
B00DVPEWUU,4.45,20,17
B009P5WWPC,4.083333333333333,12,10
B005CTXWMM,4.3125,16,13
B009IUYF40,4.285714285714286,7,7
B00BT1Z9WI,4.333333333333333,30,26
B007FXMOV8,4.621315192743764,441,415
B007IKFUUK,3.7142857142857144,7,5
B003LY0QH4,4.666666666666667,6,5
B003V1MP6M,4.0,8,6
B007GI3AUG,4.0,17,12
B00B5SCCOI,4.68,25,23
B006FBFSPU,3.9166666666666665,12,9
B00BMUYST6,4.2,5,4
B00DSS4USO,4.0,5,3
B005VNJZ0C,3.5357142857142856,28,15
B00GS1FF9G,4.0,5,4
B00ESL71RW,4.333333333333333,6,5
B007PYMG06,4.133333333333334,15,11
B00ABCV34O,3.6037735849056602,159,102
B00FP1Q38W,4.166666666666667,6,5
B005ISI3G2,5.0,5,5
B00KFSOUG2,4.166666666666667,6,5
B00DN6NXGQ,4.0,8,5
B00A533DBA,4.204545454545454,44,34
B00B2A1N7Q,3.5,6,3
B005E04JK8,3.0,5,2
B0076E3EWE,3.2666666666666666,15,8
B006IX7QS2,4.12,25,17
B0099DMQ56,5.0,5,5
B00A82U7CG,3.3846153846153846,13,8
B00BQEPVVC,4.0,14,10
B005OT038G,4.2,5,4
B004SR93QI,3.5714285714285716,7,4
B004Y8Y24Y,4.391304347826087,69,57
B006NVLDKG,4.222222222222222,9,7
B0053XZHKM,3.6,5,3
B00GN6M85K,4.925925925925926,27,27
B007THM9R4,4.3478260869565215,69,57
B005NBE75K,3.586206896551724,29,16
B0044IK8VU,3.75,8,6
B009SPDG7W,5.0,5,5
B0040I5CME,3.8863636363636362,44,31
B00J53T9WS,4.571428571428571,7,6
B0085DZ5F4,3.5588235294117645,34,19
B001B4QMI8,4.066666666666666,15,11
B00FN13CB0,3.76,25,15
B00G7URWR6,4.555555555555555,27,23
B00G9WEGM6,4.142857142857143,14,11
B004KZP3WQ,3.5,10,5
B00BTIOOZE,3.3333333333333335,15,8
B002YESWOQ,3.263157894736842,38,15
B004UP491W,4.30188679245283,53,43
B00974L0EA,4.268436578171092,339,266
B005ZG0342,4.304878048780488,82,68
B00A4ZSANA,2.5,14,3
B00AY5UDYE,4.476190476190476,21,19
B00FPFM4AY,3.823529411764706,17,11
B00J4J6JN0,4.166666666666667,6,4
B001SI7NIK,4.666666666666667,6,6
B005H89ZH4,3.5,8,5
B005SC8X5Y,4.833333333333333,6,6
B008CRX0I2,4.0,12,9
B009RHVTH0,3.5,8,5
B005PUM6ZC,3.6666666666666665,12,7
B00HG6WF5Y,4.583333333333333,12,12
B002LZDK7W,4.2,5,5
B008Y179IS,3.7818181818181817,55,35
B0094M6MJ8,3.764705882352941,17,13
B00CLGZY7U,3.4285714285714284,7,4
B0043H0JSY,3.9411764705882355,17,13
B003UO9Y9G,2.888888888888889,9,3
B0050TCKUE,4.6,5,4
B004XRJELW,4.0,12,9
B005EJBHYU,4.3,10,7
B00CXAC1ZW,3.8,25,18
B000GZ0BVC,4.6,5,4
B00DA78PL6,4.857142857142857,7,7
B005VOFMCG,3.4,5,2
B008EOXKTM,4.222222222222222,9,8
B005WOFRUC,3.6,5,3
B00EPLT8O4,3.5714285714285716,28,15
B008ORTPMA,5.0,9,9
B004WIQYA6,4.25,8,7
B0062IKJ5K,4.4375,16,13
B0076GKFWE,4.111111111111111,36,26
B0030T0UN0,5.0,6,6
B00DD2J1DY,4.363636363636363,22,19
B005Z32UI2,4.666666666666667,6,5
B00524U0WW,3.727272727272727,33,22
B004YEJXZQ,4.4,20,17
B005OQIEDK,4.0,12,8
B0071FWDHK,3.888888888888889,9,6
B007GF9R8I,3.5,6,4
B00BSKET6M,4.142857142857143,7,5
B005G0DBFU,4.2,10,8
B008S16BU6,4.3090909090909095,55,45
B00CHHIBY6,4.0,7,5
B00I3L450E,3.5,10,5
B004W83SWI,4.75,8,8
B008EZINUM,4.2,5,4
B007D6JW3A,3.9,10,8
B005KEYCNW,4.795918367346939,49,47
B005HSD07A,4.285714285714286,14,11
B00A92V9QS,4.8125,16,16
B0084JCK84,4.625,16,15
B007BQDSIM,4.0,5,3
B005JHF76G,3.0,8,3
B003VSICYY,4.75,12,12
B001W6Q64U,2.1666666666666665,6,1
B0043GZ8HM,4.095238095238095,21,15
B006YVNZF6,3.857142857142857,7,5
B0073HFFM6,3.125,8,2
B009YLV0K0,3.8333333333333335,6,3
B00K11K4KO,4.294117647058823,17,14
B003QUAYCA,2.2,5,1
B007BXIJ9I,3.6,5,3
B004BW74DO,4.183333333333334,60,48
B008QUSOD6,3.5714285714285716,7,4
B0069YPU9C,4.151515151515151,33,24
B0076V4ISG,4.333333333333333,12,10
B002TZAAT0,3.6285714285714286,35,21
B00KROF20M,5.0,8,8
B008IIDCDI,4.6,5,5
B007TZIMUE,4.0,24,17
B004TDS29A,3.642857142857143,14,8
B006T8JEZ4,5.0,5,5
B00CLUZ8OU,4.277777777777778,18,15
B008GWKAN6,3.0,5,1
B000P7LHDW,4.0,7,6
B00HNYF2EA,4.8,10,10
B009MZHGZ6,4.375,32,28
B00713P0BS,4.2,25,19
B007TO2FE4,3.909090909090909,11,9
B00ELCP55I,4.510204081632653,49,44
B0089GN6YE,3.7083333333333335,24,15
B0062HISFY,4.352941176470588,17,15
B00E3GXJDC,4.428571428571429,7,6
B00B9BUZW2,4.487804878048781,41,37
B00DBT49TA,4.666666666666667,12,11
B007T40OCO,4.111111111111111,9,6
B000E7YSWK,4.0,8,6
B009A15DU2,3.4285714285714284,7,3
B001896858,3.3846153846153846,13,8
B003NU4RLM,3.0,8,3
B00CN4ONN6,2.6666666666666665,6,2
B006CXPOFA,3.7777777777777777,9,7
B001E8Q8XA,3.125,8,3
B00AG9Y2X6,4.55,20,18
B008N0WNBS,4.416666666666667,12,10
B009C6KFE4,3.6962025316455698,79,51
B00ETP6WKO,4.222222222222222,18,15
B004IS1PBS,4.045454545454546,22,17
B00EUZRWV6,4.0,6,5
B00GD9R7BC,4.714285714285714,7,7
B004JK26HC,4.545454545454546,11,9
B004R8XW9W,3.9285714285714284,14,9
B00C70H978,4.4,5,4
B008FFAH7S,3.4,5,2
B005II5X2Y,3.75,8,5
B00GN6QZ0Y,3.823529411764706,34,24
B005HXWNUK,3.5217391304347827,23,15
B009UNGYHG,4.662650602409639,83,77
B0094PE832,4.8,10,10
B005YTPEEO,3.6444444444444444,45,26
B0054QGL8A,4.333333333333333,6,5
B005PXW3T8,3.75,8,6
B005CMGQBS,3.8333333333333335,6,4
B00AIT3MC6,4.666666666666667,6,6
B009M5L8QO,4.388888888888889,18,15
B0067S2KCK,4.777777777777778,9,9
B009VYN79C,4.666666666666667,18,17
B004B8ECR4,4.083333333333333,24,19
B008MOVORY,3.9,20,15
B000MSDKHA,3.8,5,3
B00HCNXO5G,4.666666666666667,6,6
B003U6Y8UY,3.4285714285714284,7,3
B009AD8BEK,4.5,22,22
B00AQUUJO6,4.0,10,8
B005N55WHI,4.8,5,5
B001DQQBVW,3.888888888888889,9,6
9658231942,5.0,7,7
B0067R70GC,3.125,8,3
B0015RB39O,3.628755364806867,466,286
B00BFO3YVW,4.642857142857143,28,27
B00GLJGDTQ,3.625,8,5
B00CR49N3C,4.6875,16,16
B004H32Q8K,4.1,10,7
B006B2URLI,4.2,5,4
B0089GXGWQ,3.5833333333333335,12,6
B008CAWR6U,4.433333333333334,30,26
B0054YV7R2,4.625,8,8
B000BDDSWS,4.5,8,8
B000KNLG3M,3.4,10,4
B0041RSFT6,4.6,5,5
B004X1NZUO,4.8,5,5
B006M5AM32,4.0,6,4
B00FNDZCNE,4.2727272727272725,11,10
B004PA27ES,4.625,8,7
B002ITKQKU,4.648648648648648,37,33
B004LHXOH4,5.0,5,5
B005OOIS1U,4.636363636363637,11,11
B00IJ1OLFC,4.764705882352941,17,16
B002L6GFCI,3.0,10,4
B00AE0IK2Q,4.833333333333333,6,6
B008F5T364,4.5,8,7
B009SYASSI,4.333333333333333,9,8
B005J1TBAU,3.8333333333333335,6,4
B004G567FC,4.038461538461538,26,21
B0055Q5F36,4.454545454545454,11,9
B00D5UZC32,3.6666666666666665,6,4
B005ZEF01A,4.454545454545454,33,28
B00B2FJKBM,3.111111111111111,9,4
B00EVF3FCU,3.625,16,10
B00428N9M2,2.9375,16,6
B00DRPOVVO,4.875,8,8
B00DUKJ5CQ,4.82258064516129,124,122
B009LC243Y,4.0,6,5
B000S5Q9CA,4.50796178343949,628,553
